,City,Country,Latitude,Longitude,Temp,Humidity,Cloudiness,Wind Speed
432,Krasnoborsk,RU,61.56,45.93,61.88,69,20,4.99
433,Praia Grande,BR,-24.01,-46.4,69.01,77,0,4.12
434,Husavik,IS,66.04,-17.34,44.6,93,90,2.24
435,Paraíso,CR,9.84,-83.87,71.6,88,40,3.36
436,Agirish,RU,61.92,63.02,58.96,62,0,10.94
437,Chapais,CA,49.78,-74.85,69.8,94,90,5.82
438,Chico,US,39.73,-121.84,89.74,36,1,13.87
439,Kabanjahe,ID,3.1,98.49,83.57,79,40,3.36
440,Yong Peng,MY,2.01,103.07,89.01,58,85,4.07
441,Buala,SB,-8.14,159.59,83.71,71,40,3.83
442,Saquarema,BR,-22.92,-42.51,71.6,78,0,3.36
443,Galeana,MX,24.83,-100.07,61.5,72,6,2.33
444,Yārāda,IN,17.65,83.27,84.2,83,75,6.93
445,Itainópolis,BR,-7.45,-41.48,70.54,70,0,5.95
446,Xichang,CN,27.9,102.26,66.83,79,100,3.6
447,Xiongzhou,CN,25.12,114.3,94.53,47,88,7.29
448,Pacific Grove,US,36.62,-121.92,60.93,77,75,6.93
449,Whitley Bay,GB,55.04,-1.45,48.56,87,0,5.82
450,Bosaso,SO,11.28,49.18,87.82,44,89,23.38
451,Omsukchan,RU,62.53,155.8,65.91,43,86,5.21
452,Guilin,CN,25.28,110.29,80.6,83,75,4.47
453,Imphal,IN,24.82,93.95,77.0,94,75,3.36
454,Sainte-Maxime,FR,43.3,6.63,64.29,82,0,2.24
455,Nakapiripirit,UG,1.92,34.78,62.69,90,100,4.45
456,Horasan,TR,40.05,42.17,73.27,50,0,2.15
457,Mâncio Lima,BR,-7.61,-72.9,73.29,81,6,2.1
458,Januária,BR,-15.48,-44.37,62.15,65,16,4.41
459,Château-Gontier,FR,47.83,-0.7,59.36,93,97,5.82
460,Treinta y Tres,UY,-33.23,-54.38,68.22,77,78,11.03
461,Pizarro,CO,4.95,-77.37,78.49,86,100,5.61
462,Avilés,ES,43.55,-5.92,66.04,93,90,1.12
463,Vavoua,CI,7.38,-6.48,70.77,95,99,5.53
464,Brae,GB,60.4,-1.35,50.0,87,67,5.82
465,Nhulunbuy,AU,-12.23,136.77,84.2,51,25,16.11
466,Fredericton,CA,45.95,-66.67,66.06,88,90,6.93
467,Kieta,PG,-6.22,155.63,84.2,73,9,8.01
468,Seoul,KR,37.57,126.98,73.9,88,90,13.18
469,Khromtau,KZ,50.25,58.43,75.29,49,0,13.38
470,Gijang,KR,35.24,129.21,80.6,83,90,8.05
471,Tevriz,RU,57.51,72.4,72.61,66,78,8.86
472,Gouré,NE,13.98,10.27,81.0,66,4,5.01
473,Shumikha,RU,55.23,63.3,74.62,77,100,2.89
474,Novo Cruzeiro,BR,-17.47,-41.88,59.54,98,97,3.56
475,Te Anau,NZ,-45.42,167.72,46.87,92,100,2.84
476,Binahaan,PH,13.99,121.76,88.29,59,65,6.24
477,Banda Aceh,ID,5.56,95.32,83.8,74,84,2.39
478,Sabla,NG,12.75,4.71,77.67,72,43,10.63
479,Nosy Varika,MG,-20.58,48.53,64.35,74,89,6.98
480,Flinders,AU,-34.58,150.86,60.4,32,0,16.11
481,Barpathār,IN,26.3,93.87,78.78,88,100,6.6
482,Mounana,GA,-1.41,13.16,68.77,93,29,1.83
483,Shenkursk,RU,62.11,42.9,63.43,68,0,3.67
484,Kulachi,PK,31.93,70.46,103.23,32,0,15.35
485,Enshi,CN,30.3,109.48,84.22,69,99,1.9
486,Samoded,RU,63.61,40.51,63.82,55,0,2.33
487,Erzin,TR,36.96,36.2,78.01,84,0,1.39
488,Clyde,US,41.3,-82.98,74.98,76,94,1.99
489,Arnedo,ES,42.22,-2.1,70.47,72,0,6.93
490,Darapidap,PH,17.21,120.41,87.91,61,0,6.78
491,Yumen,CN,40.28,97.2,88.57,12,38,10.04
492,Tiznit Province,MA,29.58,-9.5,76.19,40,0,0.76
493,Magistral'nyy,RU,56.17,107.45,64.4,39,30,5.68
494,Maceió,BR,-9.67,-35.74,71.6,94,75,6.93
495,Smithers,CA,54.78,-127.17,68.0,60,75,5.82
496,Tateyama,JP,34.98,139.87,85.06,78,75,9.17
497,Huanren,CN,41.26,125.37,75.25,76,94,2.71
498,Coquimbo,CL,-29.95,-71.34,50.0,93,74,4.7
499,Cap Malheureux,MU,-19.98,57.61,70.0,59,71,8.99
500,Lata,PT,40.16,-8.33,61.0,88,0,1.36
501,St. George's,GD,12.06,-61.75,82.4,78,20,18.34
502,Alofi,NU,-19.06,-169.92,80.6,74,63,8.05
503,Tocopilla,CL,-22.09,-70.2,58.01,69,92,5.14
504,Maryville,US,35.76,-83.97,78.1,69,75,3.0
505,Ranong,TH,9.97,98.63,86.0,79,20,3.31
506,Baijiantan,CN,45.63,85.18,93.36,23,92,5.93
507,Jinchang,CN,38.5,102.17,83.61,17,94,7.67
508,Ilula,TZ,-7.68,36.04,55.4,66,5,9.17
509,Kasongo-Lunda,CD,-6.47,16.82,61.9,44,0,3.0
510,Tonj,SS,7.27,28.68,68.76,97,99,4.0
511,Betafo,MG,-19.83,46.85,42.12,79,18,8.19
512,Sainte-Rose,GP,16.33,-61.7,78.8,83,2,3.36
513,Marrakesh,MA,31.63,-8.01,77.0,53,0,6.93
514,Koson,UZ,39.04,65.58,87.8,25,0,2.24
515,Sumbe,AO,-11.21,13.84,69.57,54,0,5.75
516,Smolenskaya Oblast’,RU,55.0,33.0,58.39,91,0,2.1
517,Revelstoke,CA,50.98,-118.2,75.2,50,1,3.36
518,Turukhansk,RU,65.82,87.98,64.51,55,100,9.04
519,Richards Bay,ZA,-28.78,32.04,56.01,81,0,6.8
520,Port Augusta,AU,-32.5,137.77,55.36,81,75,11.41
521,Phon Thong,TH,16.3,103.98,84.2,79,20,3.36
522,Zhigansk,RU,66.77,123.37,62.94,70,100,4.29
523,Pemba,MZ,-12.97,40.52,68.0,88,20,9.17
524,Yerbogachën,RU,61.28,108.01,63.25,51,94,4.12
525,Rach Gia,VN,10.02,105.08,85.57,71,98,6.64
526,Quatre Cocos,MU,-20.21,57.76,69.91,60,75,17.22
527,Ramsgate,GB,51.34,1.42,55.65,74,0,1.01
528,Pokhara,NP,28.23,83.98,76.8,76,88,3.02
529,Talgar,KZ,43.3,77.24,77.0,38,75,15.66
530,Rognan,NO,67.1,15.39,53.28,97,96,2.89
531,Dodge City,US,37.75,-100.02,78.8,74,1,4.7
532,Klaksvík,FO,62.23,-6.59,50.0,87,70,12.75
533,Marzuq,YE,14.4,46.47,78.84,47,87,5.73
534,Manga,BF,11.66,-1.07,74.44,89,92,6.31
535,Kudahuvadhoo,MV,2.67,72.89,83.66,76,100,20.27
